CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031102460685007HA0F;14/02/2025;17;0,206;;;R
ES0031102460685007HA0F;14/02/2025;18;0,101;;;R
ES0031102460685007HA0F;14/02/2025;19;0,667;;;R
ES0031102460685007HA0F;14/02/2025;20;0,423;;;R
ES0031102460685007HA0F;14/02/2025;21;0,439;;;R
ES0031102460685007HA0F;14/02/2025;22;0,178;;;R
ES0031102460685007HA0F;14/02/2025;23;0,135;;;R
ES0031102460685007HA0F;14/02/2025;24;0,192;;;R
ES0031102460685007HA0F;15/02/2025;1;0,098;;;R
ES0031102460685007HA0F;15/02/2025;2;0,038;;;R
ES0031102460685007HA0F;15/02/2025;3;0,03;;;R
ES0031102460685007HA0F;15/02/2025;4;0,034;;;R
ES0031102460685007HA0F;15/02/2025;5;0,03;;;R
ES0031102460685007HA0F;15/02/2025;6;0,036;;;R
ES0031102460685007HA0F;15/02/2025;7;0,026;;;R
ES0031102460685007HA0F;15/02/2025;8;0,036;;;R
ES0031102460685007HA0F;15/02/2025;9;0,036;;;R
ES0031102460685007HA0F;15/02/2025;10;0,113;;;R
ES0031102460685007HA0F;15/02/2025;11;0,749;;;R
ES0031102460685007HA0F;15/02/2025;12;1,009;;;R
ES0031102460685007HA0F;15/02/2025;13;0,342;;;R
ES0031102460685007HA0F;15/02/2025;14;0,268;;;R
ES0031102460685007HA0F;15/02/2025;15;0,259;;;R
ES0031102460685007HA0F;15/02/2025;16;0,087;;;R
ES0031102460685007HA0F;15/02/2025;17;0,123;;;R
ES0031102460685007HA0F;15/02/2025;18;0,131;;;R
ES0031102460685007HA0F;15/02/2025;19;0,128;;;R
ES0031102460685007HA0F;15/02/2025;20;0,151;;;R
ES0031102460685007HA0F;15/02/2025;21;0,779;;;R
ES0031102460685007HA0F;15/02/2025;22;0,727;;;R
ES0031102460685007HA0F;15/02/2025;23;0,91;;;R
ES0031102460685007HA0F;15/02/2025;24;0,976;;;R
ES0031102460685007HA0F;16/02/2025;1;0,672;;;R
ES0031102460685007HA0F;16/02/2025;2;0,198;;;R
ES0031102460685007HA0F;16/02/2025;3;0,262;;;R
ES0031102460685007HA0F;16/02/2025;4;0,203;;;R
ES0031102460685007HA0F;16/02/2025;5;0,198;;;R
ES0031102460685007HA0F;16/02/2025;6;0,188;;;R
ES0031102460685007HA0F;16/02/2025;7;0,171;;;R
ES0031102460685007HA0F;16/02/2025;8;0,175;;;R
ES0031102460685007HA0F;16/02/2025;9;0,175;;;R
ES0031102460685007HA0F;16/02/2025;10;0,652;;;R
ES0031102460685007HA0F;16/02/2025;11;0,388;;;R
ES0031102460685007HA0F;16/02/2025;12;0,964;;;R
ES0031102460685007HA0F;16/02/2025;13;0,52;;;R
ES0031102460685007HA0F;16/02/2025;14;1,614;;;R
ES0031102460685007HA0F;16/02/2025;15;0,799;;;R
ES0031102460685007HA0F;16/02/2025;16;0,587;;;R
ES0031102460685007HA0F;16/02/2025;17;0,539;;;R
ES0031102460685007HA0F;16/02/2025;18;0,428;;;R
ES0031102460685007HA0F;16/02/2025;19;0,296;;;R
ES0031102460685007HA0F;16/02/2025;20;0,237;;;R
ES0031102460685007HA0F;16/02/2025;21;0,726;;;R
ES0031102460685007HA0F;16/02/2025;22;0,777;;;R
ES0031102460685007HA0F;16/02/2025;23;0,232;;;R
ES0031102460685007HA0F;16/02/2025;24;0,118;;;R
ES0031102460685007HA0F;17/02/2025;1;0,036;;;R
ES0031102460685007HA0F;17/02/2025;2;0,036;;;R
ES0031102460685007HA0F;17/02/2025;3;0,029;;;R
ES0031102460685007HA0F;17/02/2025;4;0,03;;;R
ES0031102460685007HA0F;17/02/2025;5;0,032;;;R
ES0031102460685007HA0F;17/02/2025;6;0,036;;;R
ES0031102460685007HA0F;17/02/2025;7;0,026;;;R
ES0031102460685007HA0F;17/02/2025;8;0,213;;;R
ES0031102460685007HA0F;17/02/2025;9;0,047;;;R
ES0031102460685007HA0F;17/02/2025;10;0,078;;;R
ES0031102460685007HA0F;17/02/2025;11;0,125;;;R
ES0031102460685007HA0F;17/02/2025;12;0,037;;;R
ES0031102460685007HA0F;17/02/2025;13;0,032;;;R
ES0031102460685007HA0F;17/02/2025;14;0,098;;;R
ES0031102460685007HA0F;17/02/2025;15;0,279;;;R
ES0031102460685007HA0F;17/02/2025;16;0,453;;;R
ES0031102460685007HA0F;17/02/2025;17;0,137;;;R
ES0031102460685007HA0F;17/02/2025;18;0,239;;;R
ES0031102460685007HA0F;17/02/2025;19;0,186;;;R
ES0031102460685007HA0F;17/02/2025;20;0,174;;;R
ES0031102460685007HA0F;17/02/2025;21;0,191;;;R
ES0031102460685007HA0F;17/02/2025;22;0,622;;;R
ES0031102460685007HA0F;17/02/2025;23;0,484;;;R
ES0031102460685007HA0F;17/02/2025;24;0,54;;;R
ES0031102460685007HA0F;18/02/2025;1;0,078;;;R
ES0031102460685007HA0F;18/02/2025;2;0,04;;;R
ES0031102460685007HA0F;18/02/2025;3;0,037;;;R
ES0031102460685007HA0F;18/02/2025;4;0,036;;;R
ES0031102460685007HA0F;18/02/2025;5;0,039;;;R
ES0031102460685007HA0F;18/02/2025;6;0,033;;;R
ES0031102460685007HA0F;18/02/2025;7;0,03;;;R
ES0031102460685007HA0F;18/02/2025;8;0,269;;;R
ES0031102460685007HA0F;18/02/2025;9;0,082;;;R
ES0031102460685007HA0F;18/02/2025;10;0,206;;;R
ES0031102460685007HA0F;18/02/2025;11;0,304;;;R
ES0031102460685007HA0F;18/02/2025;12;0,1;;;R
ES0031102460685007HA0F;18/02/2025;13;0,049;;;R
ES0031102460685007HA0F;18/02/2025;14;0,95;;;R
ES0031102460685007HA0F;18/02/2025;15;0,249;;;R
ES0031102460685007HA0F;18/02/2025;16;0,348;;;R
ES0031102460685007HA0F;18/02/2025;17;0,202;;;R
ES0031102460685007HA0F;18/02/2025;18;0,089;;;R
ES0031102460685007HA0F;18/02/2025;19;0,284;;;R
ES0031102460685007HA0F;18/02/2025;20;0,243;;;R
ES0031102460685007HA0F;18/02/2025;21;0,165;;;R
ES0031102460685007HA0F;18/02/2025;22;0,139;;;R
ES0031102460685007HA0F;18/02/2025;23;0,165;;;R
ES0031102460685007HA0F;18/02/2025;24;0,093;;;R
ES0031102460685007HA0F;19/02/2025;1;0,026;;;R
ES0031102460685007HA0F;19/02/2025;2;0,036;;;R
ES0031102460685007HA0F;19/02/2025;3;0,029;;;R
ES0031102460685007HA0F;19/02/2025;4;0,031;;;R
ES0031102460685007HA0F;19/02/2025;5;0,033;;;R
ES0031102460685007HA0F;19/02/2025;6;0,028;;;R
ES0031102460685007HA0F;19/02/2025;7;0,035;;;R
ES0031102460685007HA0F;19/02/2025;8;0,118;;;R
ES0031102460685007HA0F;19/02/2025;9;0,177;;;R
ES0031102460685007HA0F;19/02/2025;10;0,04;;;R
ES0031102460685007HA0F;19/02/2025;11;0,178;;;R
ES0031102460685007HA0F;19/02/2025;12;0,037;;;R
ES0031102460685007HA0F;19/02/2025;13;0,027;;;R
ES0031102460685007HA0F;19/02/2025;14;0,279;;;R
ES0031102460685007HA0F;19/02/2025;15;0,821;;;R
ES0031102460685007HA0F;19/02/2025;16;0,623;;;R
ES0031102460685007HA0F;19/02/2025;17;0,422;;;R
ES0031102460685007HA0F;19/02/2025;18;0,07;;;R
ES0031102460685007HA0F;19/02/2025;19;0,152;;;R
ES0031102460685007HA0F;19/02/2025;20;0,297;;;R
ES0031102460685007HA0F;19/02/2025;21;0,18;;;R
ES0031102460685007HA0F;19/02/2025;22;0,071;;;R
ES0031102460685007HA0F;19/02/2025;23;0,161;;;R
ES0031102460685007HA0F;19/02/2025;24;0,176;;;R
ES0031102460685007HA0F;20/02/2025;1;0,033;;;R
ES0031102460685007HA0F;20/02/2025;2;0,029;;;R
ES0031102460685007HA0F;20/02/2025;3;0,035;;;R
ES0031102460685007HA0F;20/02/2025;4;0,025;;;R
ES0031102460685007HA0F;20/02/2025;5;0,034;;;R
ES0031102460685007HA0F;20/02/2025;6;0,031;;;R
ES0031102460685007HA0F;20/02/2025;7;0,026;;;R
ES0031102460685007HA0F;20/02/2025;8;0,088;;;R
ES0031102460685007HA0F;20/02/2025;9;0,134;;;R
ES0031102460685007HA0F;20/02/2025;10;0,141;;;R
ES0031102460685007HA0F;20/02/2025;11;0,309;;;R
ES0031102460685007HA0F;20/02/2025;12;0,108;;;R
ES0031102460685007HA0F;20/02/2025;13;0,096;;;R
ES0031102460685007HA0F;20/02/2025;14;0,098;;;R
ES0031102460685007HA0F;20/02/2025;15;0,268;;;R
ES0031102460685007HA0F;20/02/2025;16;0,343;;;R
ES0031102460685007HA0F;20/02/2025;17;0,165;;;R
ES0031102460685007HA0F;20/02/2025;18;0,105;;;R
ES0031102460685007HA0F;20/02/2025;19;0,15;;;R
ES0031102460685007HA0F;20/02/2025;20;0,176;;;R
ES0031102460685007HA0F;20/02/2025;21;0,321;;;R
ES0031102460685007HA0F;20/02/2025;22;0,072;;;R
ES0031102460685007HA0F;20/02/2025;23;0,128;;;R
ES0031102460685007HA0F;20/02/2025;24;0,237;;;R
ES0031102460685007HA0F;21/02/2025;1;0,11;;;R
ES0031102460685007HA0F;21/02/2025;2;0,035;;;R
ES0031102460685007HA0F;21/02/2025;3;0,035;;;R
ES0031102460685007HA0F;21/02/2025;4;0,029;;;R
ES0031102460685007HA0F;21/02/2025;5;0,028;;;R
ES0031102460685007HA0F;21/02/2025;6;0,032;;;R
ES0031102460685007HA0F;21/02/2025;7;0,035;;;R
ES0031102460685007HA0F;21/02/2025;8;0,092;;;R
ES0031102460685007HA0F;21/02/2025;9;0,105;;;R
ES0031102460685007HA0F;21/02/2025;10;0,031;;;R
ES0031102460685007HA0F;21/02/2025;11;0,029;;;R
ES0031102460685007HA0F;21/02/2025;12;0,545;;;R
ES0031102460685007HA0F;21/02/2025;13;0,192;;;R
ES0031102460685007HA0F;21/02/2025;14;0,093;;;R
ES0031102460685007HA0F;21/02/2025;15;0,048;;;R
ES0031102460685007HA0F;21/02/2025;16;1,061;;;R
ES0031102460685007HA0F;21/02/2025;17;0,623;;;R
ES0031102460685007HA0F;21/02/2025;18;0,104;;;R
ES0031102460685007HA0F;21/02/2025;19;0,063;;;R
ES0031102460685007HA0F;21/02/2025;20;0,209;;;R
ES0031102460685007HA0F;21/02/2025;21;0,163;;;R
ES0031102460685007HA0F;21/02/2025;22;0,253;;;R
ES0031102460685007HA0F;21/02/2025;23;0,28;;;R
ES0031102460685007HA0F;21/02/2025;24;0,418;;;R
ES0031102460685007HA0F;22/02/2025;1;0,259;;;R
ES0031102460685007HA0F;22/02/2025;2;0,204;;;R
ES0031102460685007HA0F;22/02/2025;3;0,198;;;R
ES0031102460685007HA0F;22/02/2025;4;0,185;;;R
ES0031102460685007HA0F;22/02/2025;5;0,176;;;R
ES0031102460685007HA0F;22/02/2025;6;0,181;;;R
ES0031102460685007HA0F;22/02/2025;7;0,175;;;R
ES0031102460685007HA0F;22/02/2025;8;0,176;;;R
ES0031102460685007HA0F;22/02/2025;9;0,235;;;R
ES0031102460685007HA0F;22/02/2025;10;0,535;;;R
ES0031102460685007HA0F;22/02/2025;11;0,658;;;R
ES0031102460685007HA0F;22/02/2025;12;1,31;;;R
ES0031102460685007HA0F;22/02/2025;13;1,055;;;R
ES0031102460685007HA0F;22/02/2025;14;0,704;;;R
ES0031102460685007HA0F;22/02/2025;15;0,734;;;R
ES0031102460685007HA0F;22/02/2025;16;0,83;;;R
ES0031102460685007HA0F;22/02/2025;17;0,245;;;R
ES0031102460685007HA0F;22/02/2025;18;0,348;;;R
ES0031102460685007HA0F;22/02/2025;19;0,441;;;R
ES0031102460685007HA0F;22/02/2025;20;0,291;;;R
ES0031102460685007HA0F;22/02/2025;21;0,28;;;R
ES0031102460685007HA0F;22/02/2025;22;0,191;;;R
ES0031102460685007HA0F;22/02/2025;23;0,673;;;R
ES0031102460685007HA0F;22/02/2025;24;0,269;;;R
ES0031102460685007HA0F;23/02/2025;1;0,219;;;R
ES0031102460685007HA0F;23/02/2025;2;0,176;;;R
ES0031102460685007HA0F;23/02/2025;3;0,16;;;R
ES0031102460685007HA0F;23/02/2025;4;0,167;;;R
ES0031102460685007HA0F;23/02/2025;5;0,159;;;R
ES0031102460685007HA0F;23/02/2025;6;0,166;;;R
ES0031102460685007HA0F;23/02/2025;7;0,036;;;R
ES0031102460685007HA0F;23/02/2025;8;0,095;;;R
ES0031102460685007HA0F;23/02/2025;9;0,048;;;R
ES0031102460685007HA0F;23/02/2025;10;0,088;;;R
ES0031102460685007HA0F;23/02/2025;11;0,324;;;R
ES0031102460685007HA0F;23/02/2025;12;0,725;;;R
ES0031102460685007HA0F;23/02/2025;13;0,294;;;R
ES0031102460685007HA0F;23/02/2025;14;1,306;;;R
ES0031102460685007HA0F;23/02/2025;15;0,846;;;R
ES0031102460685007HA0F;23/02/2025;16;0,119;;;R
ES0031102460685007HA0F;23/02/2025;17;0,261;;;R
ES0031102460685007HA0F;23/02/2025;18;0,192;;;R
ES0031102460685007HA0F;23/02/2025;19;0,259;;;R
ES0031102460685007HA0F;23/02/2025;20;0,502;;;R
ES0031102460685007HA0F;23/02/2025;21;0,194;;;R
ES0031102460685007HA0F;23/02/2025;22;0,225;;;R
ES0031102460685007HA0F;23/02/2025;23;0,107;;;R
ES0031102460685007HA0F;23/02/2025;24;0,119;;;R
ES0031102460685007HA0F;24/02/2025;1;0,031;;;R
ES0031102460685007HA0F;24/02/2025;2;0,03;;;R
ES0031102460685007HA0F;24/02/2025;3;0,032;;;R
ES0031102460685007HA0F;24/02/2025;4;0,035;;;R
ES0031102460685007HA0F;24/02/2025;5;0,032;;;R
ES0031102460685007HA0F;24/02/2025;6;0,033;;;R
ES0031102460685007HA0F;24/02/2025;7;0,032;;;R
ES0031102460685007HA0F;24/02/2025;8;0,106;;;R
ES0031102460685007HA0F;24/02/2025;9;0,097;;;R
ES0031102460685007HA0F;24/02/2025;10;0,038;;;R
ES0031102460685007HA0F;24/02/2025;11;0,75;;;R
ES0031102460685007HA0F;24/02/2025;12;0,112;;;R
ES0031102460685007HA0F;24/02/2025;13;0,035;;;R
ES0031102460685007HA0F;24/02/2025;14;0,362;;;R
ES0031102460685007HA0F;24/02/2025;15;0,75;;;R
ES0031102460685007HA0F;24/02/2025;16;0,091;;;R
ES0031102460685007HA0F;24/02/2025;17;0,133;;;R
ES0031102460685007HA0F;24/02/2025;18;0,201;;;R
ES0031102460685007HA0F;24/02/2025;19;0,036;;;R
ES0031102460685007HA0F;24/02/2025;20;0,679;;;R
ES0031102460685007HA0F;24/02/2025;21;0,162;;;R
ES0031102460685007HA0F;24/02/2025;22;0,073;;;R
ES0031102460685007HA0F;24/02/2025;23;0,101;;;R
ES0031102460685007HA0F;24/02/2025;24;0,195;;;R
ES0031102460685007HA0F;25/02/2025;1;0,032;;;R
ES0031102460685007HA0F;25/02/2025;2;0,029;;;R
ES0031102460685007HA0F;25/02/2025;3;0,029;;;R
ES0031102460685007HA0F;25/02/2025;4;0,029;;;R
ES0031102460685007HA0F;25/02/2025;5;0,031;;;R
ES0031102460685007HA0F;25/02/2025;6;0,036;;;R
ES0031102460685007HA0F;25/02/2025;7;0,032;;;R
ES0031102460685007HA0F;25/02/2025;8;0,078;;;R
ES0031102460685007HA0F;25/02/2025;9;0,168;;;R
ES0031102460685007HA0F;25/02/2025;10;0,07;;;R
ES0031102460685007HA0F;25/02/2025;11;0,285;;;R
ES0031102460685007HA0F;25/02/2025;12;0,035;;;R
ES0031102460685007HA0F;25/02/2025;13;0,031;;;R
ES0031102460685007HA0F;25/02/2025;14;0,032;;;R
ES0031102460685007HA0F;25/02/2025;15;0,032;;;R
ES0031102460685007HA0F;25/02/2025;16;0,316;;;R
ES0031102460685007HA0F;25/02/2025;17;0,239;;;R
ES0031102460685007HA0F;25/02/2025;18;0,227;;;R
ES0031102460685007HA0F;25/02/2025;19;0,147;;;R
ES0031102460685007HA0F;25/02/2025;20;0,667;;;R
ES0031102460685007HA0F;25/02/2025;21;0,209;;;R
ES0031102460685007HA0F;25/02/2025;22;0,066;;;R
ES0031102460685007HA0F;25/02/2025;23;0,275;;;R
ES0031102460685007HA0F;25/02/2025;24;0,133;;;R
ES0031102460685007HA0F;26/02/2025;1;0,028;;;R
ES0031102460685007HA0F;26/02/2025;2;0,029;;;R
ES0031102460685007HA0F;26/02/2025;3;0,031;;;R
ES0031102460685007HA0F;26/02/2025;4;0,029;;;R
ES0031102460685007HA0F;26/02/2025;5;0,029;;;R
ES0031102460685007HA0F;26/02/2025;6;0,033;;;R
ES0031102460685007HA0F;26/02/2025;7;0,034;;;R
ES0031102460685007HA0F;26/02/2025;8;0,224;;;R
ES0031102460685007HA0F;26/02/2025;9;0,129;;;R
ES0031102460685007HA0F;26/02/2025;10;0,148;;;R
ES0031102460685007HA0F;26/02/2025;11;0,049;;;R
ES0031102460685007HA0F;26/02/2025;12;0,031;;;R
ES0031102460685007HA0F;26/02/2025;13;0,039;;;R
ES0031102460685007HA0F;26/02/2025;14;0,14;;;R
ES0031102460685007HA0F;26/02/2025;15;0,548;;;R
ES0031102460685007HA0F;26/02/2025;16;0,106;;;R
ES0031102460685007HA0F;26/02/2025;17;0,68;;;R
ES0031102460685007HA0F;26/02/2025;18;0,244;;;R
ES0031102460685007HA0F;26/02/2025;19;0,347;;;R
ES0031102460685007HA0F;26/02/2025;20;0,192;;;R
ES0031102460685007HA0F;26/02/2025;21;0,191;;;R
ES0031102460685007HA0F;26/02/2025;22;0,123;;;R
ES0031102460685007HA0F;26/02/2025;23;0,219;;;R
ES0031102460685007HA0F;26/02/2025;24;0,178;;;R
ES0031102460685007HA0F;27/02/2025;1;0,06;;;R
ES0031102460685007HA0F;27/02/2025;2;0,059;;;R
ES0031102460685007HA0F;27/02/2025;3;0,057;;;R
ES0031102460685007HA0F;27/02/2025;4;0,036;;;R
ES0031102460685007HA0F;27/02/2025;5;0,019;;;R
ES0031102460685007HA0F;27/02/2025;6;0,029;;;R
ES0031102460685007HA0F;27/02/2025;7;0,022;;;R
ES0031102460685007HA0F;27/02/2025;8;0,149;;;R
ES0031102460685007HA0F;27/02/2025;9;0,162;;;R
ES0031102460685007HA0F;27/02/2025;10;1,127;;;R
ES0031102460685007HA0F;27/02/2025;11;1,039;;;R
ES0031102460685007HA0F;27/02/2025;12;0,208;;;R
ES0031102460685007HA0F;27/02/2025;13;0,098;;;R
ES0031102460685007HA0F;27/02/2025;14;0,04;;;R
ES0031102460685007HA0F;27/02/2025;15;0,514;;;R
ES0031102460685007HA0F;27/02/2025;16;0,325;;;R
ES0031102460685007HA0F;27/02/2025;17;0,234;;;R
ES0031102460685007HA0F;27/02/2025;18;0,069;;;R
ES0031102460685007HA0F;27/02/2025;19;0,184;;;R
ES0031102460685007HA0F;27/02/2025;20;0,16;;;R
ES0031102460685007HA0F;27/02/2025;21;0,167;;;R
ES0031102460685007HA0F;27/02/2025;22;0,136;;;R
ES0031102460685007HA0F;27/02/2025;23;0,23;;;R
ES0031102460685007HA0F;27/02/2025;24;0,242;;;R
ES0031102460685007HA0F;28/02/2025;1;0,207;;;R
ES0031102460685007HA0F;28/02/2025;2;0,05;;;R
ES0031102460685007HA0F;28/02/2025;3;0,028;;;R
ES0031102460685007HA0F;28/02/2025;4;0,029;;;R
ES0031102460685007HA0F;28/02/2025;5;0,035;;;R
ES0031102460685007HA0F;28/02/2025;6;0,027;;;R
ES0031102460685007HA0F;28/02/2025;7;0,032;;;R
ES0031102460685007HA0F;28/02/2025;8;0,03;;;R
ES0031102460685007HA0F;28/02/2025;9;0,026;;;R
ES0031102460685007HA0F;28/02/2025;10;0,034;;;R
ES0031102460685007HA0F;28/02/2025;11;0,046;;;R
ES0031102460685007HA0F;28/02/2025;12;0,213;;;R
ES0031102460685007HA0F;28/02/2025;13;0,071;;;R
ES0031102460685007HA0F;28/02/2025;14;0,1;;;R
ES0031102460685007HA0F;28/02/2025;15;1,207;;;R
ES0031102460685007HA0F;28/02/2025;16;0,73;;;R
ES0031102460685007HA0F;28/02/2025;17;0,171;;;R
ES0031102460685007HA0F;28/02/2025;18;0,097;;;R
ES0031102460685007HA0F;28/02/2025;19;0,097;;;R
ES0031102460685007HA0F;28/02/2025;20;0,224;;;R
ES0031102460685007HA0F;28/02/2025;21;0,159;;;R
ES0031102460685007HA0F;28/02/2025;22;0,068;;;R
ES0031102460685007HA0F;28/02/2025;23;0,107;;;R
ES0031102460685007HA0F;28/02/2025;24;0,168;;;R
ES0031102460685007HA0F;01/03/2025;1;0,131;;;R
ES0031102460685007HA0F;01/03/2025;2;0,03;;;R
ES0031102460685007HA0F;01/03/2025;3;0,025;;;R
ES0031102460685007HA0F;01/03/2025;4;0,029;;;R
ES0031102460685007HA0F;01/03/2025;5;0,033;;;R
ES0031102460685007HA0F;01/03/2025;6;0,028;;;R
ES0031102460685007HA0F;01/03/2025;7;0,024;;;R
ES0031102460685007HA0F;01/03/2025;8;0,028;;;R
ES0031102460685007HA0F;01/03/2025;9;0,039;;;R
ES0031102460685007HA0F;01/03/2025;10;0,03;;;R
ES0031102460685007HA0F;01/03/2025;11;0,096;;;R
ES0031102460685007HA0F;01/03/2025;12;0,293;;;R
ES0031102460685007HA0F;01/03/2025;13;0,123;;;R
ES0031102460685007HA0F;01/03/2025;14;0,904;;;R
ES0031102460685007HA0F;01/03/2025;15;0,911;;;R
ES0031102460685007HA0F;01/03/2025;16;0,16;;;R
ES0031102460685007HA0F;01/03/2025;17;0,162;;;R
ES0031102460685007HA0F;01/03/2025;18;0,065;;;R
ES0031102460685007HA0F;01/03/2025;19;0,222;;;R
ES0031102460685007HA0F;01/03/2025;20;0,145;;;R
ES0031102460685007HA0F;01/03/2025;21;0,168;;;R
ES0031102460685007HA0F;01/03/2025;22;0,109;;;R
ES0031102460685007HA0F;01/03/2025;23;0,148;;;R
ES0031102460685007HA0F;01/03/2025;24;0,277;;;R
ES0031102460685007HA0F;02/03/2025;1;0,027;;;R
ES0031102460685007HA0F;02/03/2025;2;0,025;;;R
ES0031102460685007HA0F;02/03/2025;3;0,033;;;R
ES0031102460685007HA0F;02/03/2025;4;0,028;;;R
ES0031102460685007HA0F;02/03/2025;5;0,029;;;R
ES0031102460685007HA0F;02/03/2025;6;0,033;;;R
ES0031102460685007HA0F;02/03/2025;7;0,098;;;R
ES0031102460685007HA0F;02/03/2025;8;0,037;;;R
ES0031102460685007HA0F;02/03/2025;9;0,03;;;R
ES0031102460685007HA0F;02/03/2025;10;0,037;;;R
ES0031102460685007HA0F;02/03/2025;11;0,722;;;R
ES0031102460685007HA0F;02/03/2025;12;0,412;;;R
ES0031102460685007HA0F;02/03/2025;13;0,139;;;R
ES0031102460685007HA0F;02/03/2025;14;0,492;;;R
ES0031102460685007HA0F;02/03/2025;15;1,21;;;R
ES0031102460685007HA0F;02/03/2025;16;0,781;;;R
ES0031102460685007HA0F;02/03/2025;17;0,046;;;R
ES0031102460685007HA0F;02/03/2025;18;0,141;;;R
ES0031102460685007HA0F;02/03/2025;19;0,13;;;R
ES0031102460685007HA0F;02/03/2025;20;0,298;;;R
ES0031102460685007HA0F;02/03/2025;21;0,195;;;R
ES0031102460685007HA0F;02/03/2025;22;0,105;;;R
ES0031102460685007HA0F;02/03/2025;23;0,16;;;R
ES0031102460685007HA0F;02/03/2025;24;0,102;;;R
ES0031102460685007HA0F;03/03/2025;1;0,025;;;R
ES0031102460685007HA0F;03/03/2025;2;0,03;;;R
ES0031102460685007HA0F;03/03/2025;3;0,031;;;R
ES0031102460685007HA0F;03/03/2025;4;0,025;;;R
ES0031102460685007HA0F;03/03/2025;5;0,03;;;R
ES0031102460685007HA0F;03/03/2025;6;0,032;;;R
ES0031102460685007HA0F;03/03/2025;7;0,024;;;R
ES0031102460685007HA0F;03/03/2025;8;0,125;;;R
ES0031102460685007HA0F;03/03/2025;9;0,102;;;R
ES0031102460685007HA0F;03/03/2025;10;0,122;;;R
ES0031102460685007HA0F;03/03/2025;11;0,328;;;R
ES0031102460685007HA0F;03/03/2025;12;0,029;;;R
ES0031102460685007HA0F;03/03/2025;13;0,028;;;R
ES0031102460685007HA0F;03/03/2025;14;0,81;;;R
ES0031102460685007HA0F;03/03/2025;15;0,564;;;R
ES0031102460685007HA0F;03/03/2025;16;0,122;;;R
ES0031102460685007HA0F;03/03/2025;17;0,155;;;R
ES0031102460685007HA0F;03/03/2025;18;0,508;;;R
ES0031102460685007HA0F;03/03/2025;19;0,398;;;R
ES0031102460685007HA0F;03/03/2025;20;0,159;;;R
ES0031102460685007HA0F;03/03/2025;21;0,148;;;R
ES0031102460685007HA0F;03/03/2025;22;0,088;;;R
ES0031102460685007HA0F;03/03/2025;23;0,162;;;R
ES0031102460685007HA0F;03/03/2025;24;0,14;;;R
ES0031102460685007HA0F;04/03/2025;1;0,025;;;R
ES0031102460685007HA0F;04/03/2025;2;0,031;;;R
ES0031102460685007HA0F;04/03/2025;3;0,029;;;R
ES0031102460685007HA0F;04/03/2025;4;0,025;;;R
ES0031102460685007HA0F;04/03/2025;5;0,026;;;R
ES0031102460685007HA0F;04/03/2025;6;0,034;;;R
ES0031102460685007HA0F;04/03/2025;7;0,026;;;R
ES0031102460685007HA0F;04/03/2025;8;0,134;;;R
ES0031102460685007HA0F;04/03/2025;9;0,094;;;R
ES0031102460685007HA0F;04/03/2025;10;0,035;;;R
ES0031102460685007HA0F;04/03/2025;11;0,028;;;R
ES0031102460685007HA0F;04/03/2025;12;0,026;;;R
ES0031102460685007HA0F;04/03/2025;13;0,134;;;R
ES0031102460685007HA0F;04/03/2025;14;0,543;;;R
ES0031102460685007HA0F;04/03/2025;15;0,171;;;R
ES0031102460685007HA0F;04/03/2025;16;0,373;;;R
ES0031102460685007HA0F;04/03/2025;17;0,824;;;R
ES0031102460685007HA0F;04/03/2025;18;0,257;;;R
ES0031102460685007HA0F;04/03/2025;19;0,154;;;R
ES0031102460685007HA0F;04/03/2025;20;0,489;;;R
ES0031102460685007HA0F;04/03/2025;21;0,763;;;R
ES0031102460685007HA0F;04/03/2025;22;0,689;;;R
ES0031102460685007HA0F;04/03/2025;23;0,371;;;R
ES0031102460685007HA0F;04/03/2025;24;0,658;;;R
ES0031102460685007HA0F;05/03/2025;1;0,057;;;R
ES0031102460685007HA0F;05/03/2025;2;0,035;;;R
ES0031102460685007HA0F;05/03/2025;3;0,099;;;R
ES0031102460685007HA0F;05/03/2025;4;0,035;;;R
ES0031102460685007HA0F;05/03/2025;5;0,025;;;R
ES0031102460685007HA0F;05/03/2025;6;0,033;;;R
ES0031102460685007HA0F;05/03/2025;7;0,03;;;R
ES0031102460685007HA0F;05/03/2025;8;0,062;;;R
ES0031102460685007HA0F;05/03/2025;9;0,109;;;R
ES0031102460685007HA0F;05/03/2025;10;0,16;;;R
ES0031102460685007HA0F;05/03/2025;11;0,161;;;R
ES0031102460685007HA0F;05/03/2025;12;0,157;;;R
ES0031102460685007HA0F;05/03/2025;13;0,133;;;R
ES0031102460685007HA0F;05/03/2025;14;1,053;;;R
ES0031102460685007HA0F;05/03/2025;15;0,8;;;R
ES0031102460685007HA0F;05/03/2025;16;0,081;;;R
ES0031102460685007HA0F;05/03/2025;17;0,152;;;R
ES0031102460685007HA0F;05/03/2025;18;0,071;;;R
ES0031102460685007HA0F;05/03/2025;19;0,133;;;R
ES0031102460685007HA0F;05/03/2025;20;0,724;;;R
ES0031102460685007HA0F;05/03/2025;21;0,153;;;R
ES0031102460685007HA0F;05/03/2025;22;0,193;;;R
ES0031102460685007HA0F;05/03/2025;23;0,281;;;R
ES0031102460685007HA0F;05/03/2025;24;0,121;;;R
