CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031102460685007HA0F;24/04/2023;12;0,241;;;R
ES0031102460685007HA0F;24/04/2023;13;0,737;;;R
ES0031102460685007HA0F;24/04/2023;14;0,612;;;R
ES0031102460685007HA0F;24/04/2023;15;0,166;;;R
ES0031102460685007HA0F;24/04/2023;16;0,219;;;R
ES0031102460685007HA0F;24/04/2023;17;0,205;;;R
ES0031102460685007HA0F;24/04/2023;18;0,29;;;R
ES0031102460685007HA0F;24/04/2023;19;0,449;;;R
ES0031102460685007HA0F;24/04/2023;20;0,394;;;R
ES0031102460685007HA0F;24/04/2023;21;0,394;;;R
ES0031102460685007HA0F;24/04/2023;22;0,373;;;R
ES0031102460685007HA0F;24/04/2023;23;0,775;;;R
ES0031102460685007HA0F;24/04/2023;24;0,32;;;R
ES0031102460685007HA0F;25/04/2023;1;0,213;;;R
ES0031102460685007HA0F;25/04/2023;2;0,192;;;R
ES0031102460685007HA0F;25/04/2023;3;0,184;;;R
ES0031102460685007HA0F;25/04/2023;4;0,273;;;R
ES0031102460685007HA0F;25/04/2023;5;0,286;;;R
ES0031102460685007HA0F;25/04/2023;6;0,289;;;R
ES0031102460685007HA0F;25/04/2023;7;0,281;;;R
ES0031102460685007HA0F;25/04/2023;8;0,09;;;R
ES0031102460685007HA0F;25/04/2023;9;0,072;;;R
ES0031102460685007HA0F;25/04/2023;10;0,162;;;R
ES0031102460685007HA0F;25/04/2023;11;0,102;;;R
ES0031102460685007HA0F;25/04/2023;12;0,092;;;R
ES0031102460685007HA0F;25/04/2023;13;0,457;;;R
ES0031102460685007HA0F;25/04/2023;14;0,499;;;R
ES0031102460685007HA0F;25/04/2023;15;0,211;;;R
ES0031102460685007HA0F;25/04/2023;16;0,511;;;R
ES0031102460685007HA0F;25/04/2023;17;0,225;;;R
ES0031102460685007HA0F;25/04/2023;18;0,342;;;R
ES0031102460685007HA0F;25/04/2023;19;0,5;;;R
ES0031102460685007HA0F;25/04/2023;20;0,49;;;R
ES0031102460685007HA0F;25/04/2023;21;0,448;;;R
ES0031102460685007HA0F;25/04/2023;22;0,62;;;R
ES0031102460685007HA0F;25/04/2023;23;0,572;;;R
ES0031102460685007HA0F;25/04/2023;24;0,315;;;R
ES0031102460685007HA0F;26/04/2023;1;0,282;;;R
ES0031102460685007HA0F;26/04/2023;2;0,256;;;R
ES0031102460685007HA0F;26/04/2023;3;0,241;;;R
ES0031102460685007HA0F;26/04/2023;4;0,258;;;R
ES0031102460685007HA0F;26/04/2023;5;0,172;;;R
ES0031102460685007HA0F;26/04/2023;6;0,186;;;R
ES0031102460685007HA0F;26/04/2023;7;0,175;;;R
ES0031102460685007HA0F;26/04/2023;8;0,111;;;R
ES0031102460685007HA0F;26/04/2023;9;0,074;;;R
ES0031102460685007HA0F;26/04/2023;10;0,048;;;R
ES0031102460685007HA0F;26/04/2023;11;0,058;;;R
ES0031102460685007HA0F;26/04/2023;12;0,61;;;R
ES0031102460685007HA0F;26/04/2023;13;0,799;;;R
ES0031102460685007HA0F;26/04/2023;14;0,829;;;R
ES0031102460685007HA0F;26/04/2023;15;0,169;;;R
ES0031102460685007HA0F;26/04/2023;16;0,161;;;R
ES0031102460685007HA0F;26/04/2023;17;0,134;;;R
ES0031102460685007HA0F;26/04/2023;18;0,185;;;R
ES0031102460685007HA0F;26/04/2023;19;0,383;;;R
ES0031102460685007HA0F;26/04/2023;20;0,314;;;R
ES0031102460685007HA0F;26/04/2023;21;0,377;;;R
ES0031102460685007HA0F;26/04/2023;22;0,296;;;R
ES0031102460685007HA0F;26/04/2023;23;0,386;;;R
ES0031102460685007HA0F;26/04/2023;24;0,241;;;R
ES0031102460685007HA0F;27/04/2023;1;0,188;;;R
ES0031102460685007HA0F;27/04/2023;2;0,184;;;R
ES0031102460685007HA0F;27/04/2023;3;0,189;;;R
ES0031102460685007HA0F;27/04/2023;4;0,184;;;R
ES0031102460685007HA0F;27/04/2023;5;0,19;;;R
ES0031102460685007HA0F;27/04/2023;6;0,277;;;R
ES0031102460685007HA0F;27/04/2023;7;0,285;;;R
ES0031102460685007HA0F;27/04/2023;8;0,352;;;R
ES0031102460685007HA0F;27/04/2023;9;0,086;;;R
ES0031102460685007HA0F;27/04/2023;10;0,055;;;R
ES0031102460685007HA0F;27/04/2023;11;0,296;;;R
ES0031102460685007HA0F;27/04/2023;12;0,123;;;R
ES0031102460685007HA0F;27/04/2023;13;0,635;;;R
ES0031102460685007HA0F;27/04/2023;14;0,209;;;R
ES0031102460685007HA0F;27/04/2023;15;0,14;;;R
ES0031102460685007HA0F;27/04/2023;16;0,156;;;R
ES0031102460685007HA0F;27/04/2023;17;0,245;;;R
ES0031102460685007HA0F;27/04/2023;18;0,242;;;R
ES0031102460685007HA0F;27/04/2023;19;0,371;;;R
ES0031102460685007HA0F;27/04/2023;20;0,58;;;R
ES0031102460685007HA0F;27/04/2023;21;0,425;;;R
ES0031102460685007HA0F;27/04/2023;22;0,34;;;R
ES0031102460685007HA0F;27/04/2023;23;0,431;;;R
ES0031102460685007HA0F;27/04/2023;24;0,225;;;R
ES0031102460685007HA0F;28/04/2023;1;0,242;;;R
ES0031102460685007HA0F;28/04/2023;2;0,271;;;R
ES0031102460685007HA0F;28/04/2023;3;0,309;;;R
ES0031102460685007HA0F;28/04/2023;4;0,302;;;R
ES0031102460685007HA0F;28/04/2023;5;0,288;;;R
ES0031102460685007HA0F;28/04/2023;6;0,313;;;R
ES0031102460685007HA0F;28/04/2023;7;0,3;;;R
ES0031102460685007HA0F;28/04/2023;8;0,32;;;R
ES0031102460685007HA0F;28/04/2023;9;0,101;;;R
ES0031102460685007HA0F;28/04/2023;10;0,182;;;R
ES0031102460685007HA0F;28/04/2023;11;0,372;;;R
ES0031102460685007HA0F;28/04/2023;12;0,185;;;R
ES0031102460685007HA0F;28/04/2023;13;0,13;;;R
ES0031102460685007HA0F;28/04/2023;14;0,876;;;R
ES0031102460685007HA0F;28/04/2023;15;1,051;;;R
ES0031102460685007HA0F;28/04/2023;16;0,128;;;R
ES0031102460685007HA0F;28/04/2023;17;0,223;;;R
ES0031102460685007HA0F;28/04/2023;18;0,245;;;R
ES0031102460685007HA0F;28/04/2023;19;0,535;;;R
ES0031102460685007HA0F;28/04/2023;20;0,492;;;R
ES0031102460685007HA0F;28/04/2023;21;0,441;;;R
ES0031102460685007HA0F;28/04/2023;22;0,353;;;R
ES0031102460685007HA0F;28/04/2023;23;0,348;;;R
ES0031102460685007HA0F;28/04/2023;24;0,33;;;R
ES0031102460685007HA0F;29/04/2023;1;0,325;;;R
ES0031102460685007HA0F;29/04/2023;2;0,344;;;R
ES0031102460685007HA0F;29/04/2023;3;0,296;;;R
ES0031102460685007HA0F;29/04/2023;4;0,314;;;R
ES0031102460685007HA0F;29/04/2023;5;0,309;;;R
ES0031102460685007HA0F;29/04/2023;6;0,296;;;R
ES0031102460685007HA0F;29/04/2023;7;0,287;;;R
ES0031102460685007HA0F;29/04/2023;8;0,294;;;R
ES0031102460685007HA0F;29/04/2023;9;0,207;;;R
ES0031102460685007HA0F;29/04/2023;10;0,065;;;R
ES0031102460685007HA0F;29/04/2023;11;0,044;;;R
ES0031102460685007HA0F;29/04/2023;12;0,059;;;R
ES0031102460685007HA0F;29/04/2023;13;0,275;;;R
ES0031102460685007HA0F;29/04/2023;14;0,573;;;R
ES0031102460685007HA0F;29/04/2023;15;1,368;;;R
ES0031102460685007HA0F;29/04/2023;16;0,635;;;R
ES0031102460685007HA0F;29/04/2023;17;0,394;;;R
ES0031102460685007HA0F;29/04/2023;18;0,181;;;R
ES0031102460685007HA0F;29/04/2023;19;0,279;;;R
ES0031102460685007HA0F;29/04/2023;20;0,313;;;R
ES0031102460685007HA0F;29/04/2023;21;0,486;;;R
ES0031102460685007HA0F;29/04/2023;22;0,248;;;R
ES0031102460685007HA0F;29/04/2023;23;0,249;;;R
ES0031102460685007HA0F;29/04/2023;24;0,307;;;R
ES0031102460685007HA0F;30/04/2023;1;0,338;;;R
ES0031102460685007HA0F;30/04/2023;2;0,331;;;R
ES0031102460685007HA0F;30/04/2023;3;0,224;;;R
ES0031102460685007HA0F;30/04/2023;4;0,193;;;R
ES0031102460685007HA0F;30/04/2023;5;0,18;;;R
ES0031102460685007HA0F;30/04/2023;6;0,29;;;R
ES0031102460685007HA0F;30/04/2023;7;0,24;;;R
ES0031102460685007HA0F;30/04/2023;8;0,191;;;R
ES0031102460685007HA0F;30/04/2023;9;0,087;;;R
ES0031102460685007HA0F;30/04/2023;10;0,063;;;R
ES0031102460685007HA0F;30/04/2023;11;0,102;;;R
ES0031102460685007HA0F;30/04/2023;12;0,097;;;R
ES0031102460685007HA0F;30/04/2023;13;0,167;;;R
ES0031102460685007HA0F;30/04/2023;14;1,364;;;R
ES0031102460685007HA0F;30/04/2023;15;0,897;;;R
ES0031102460685007HA0F;30/04/2023;16;0,109;;;R
ES0031102460685007HA0F;30/04/2023;17;0,107;;;R
ES0031102460685007HA0F;30/04/2023;18;0,244;;;R
ES0031102460685007HA0F;30/04/2023;19;0,318;;;R
ES0031102460685007HA0F;30/04/2023;20;0,402;;;R
ES0031102460685007HA0F;30/04/2023;21;0,399;;;R
ES0031102460685007HA0F;30/04/2023;22;0,407;;;R
ES0031102460685007HA0F;30/04/2023;23;0,483;;;R
ES0031102460685007HA0F;30/04/2023;24;0,248;;;R
ES0031102460685007HA0F;01/05/2023;1;0,316;;;R
ES0031102460685007HA0F;01/05/2023;2;0,239;;;R
ES0031102460685007HA0F;01/05/2023;3;0,203;;;R
ES0031102460685007HA0F;01/05/2023;4;0,225;;;R
ES0031102460685007HA0F;01/05/2023;5;0,227;;;R
ES0031102460685007HA0F;01/05/2023;6;0,215;;;R
ES0031102460685007HA0F;01/05/2023;7;0,194;;;R
ES0031102460685007HA0F;01/05/2023;8;0,183;;;R
ES0031102460685007HA0F;01/05/2023;9;0,162;;;R
ES0031102460685007HA0F;01/05/2023;10;0,143;;;R
ES0031102460685007HA0F;01/05/2023;11;0,808;;;R
ES0031102460685007HA0F;01/05/2023;12;0,947;;;R
ES0031102460685007HA0F;01/05/2023;13;0,412;;;R
ES0031102460685007HA0F;01/05/2023;14;0,812;;;R
ES0031102460685007HA0F;01/05/2023;15;0,869;;;R
ES0031102460685007HA0F;01/05/2023;16;0,834;;;R
ES0031102460685007HA0F;01/05/2023;17;0,438;;;R
ES0031102460685007HA0F;01/05/2023;18;0,405;;;R
ES0031102460685007HA0F;01/05/2023;19;0,405;;;R
ES0031102460685007HA0F;01/05/2023;20;0,392;;;R
ES0031102460685007HA0F;01/05/2023;21;0,359;;;R
ES0031102460685007HA0F;01/05/2023;22;0,246;;;R
ES0031102460685007HA0F;01/05/2023;23;0,268;;;R
ES0031102460685007HA0F;01/05/2023;24;0,282;;;R
ES0031102460685007HA0F;02/05/2023;1;0,19;;;R
ES0031102460685007HA0F;02/05/2023;2;0,202;;;R
ES0031102460685007HA0F;02/05/2023;3;0,191;;;R
ES0031102460685007HA0F;02/05/2023;4;0,067;;;R
ES0031102460685007HA0F;02/05/2023;5;0,058;;;R
ES0031102460685007HA0F;02/05/2023;6;0,052;;;R
ES0031102460685007HA0F;02/05/2023;7;0,095;;;R
ES0031102460685007HA0F;02/05/2023;8;0,079;;;R
ES0031102460685007HA0F;02/05/2023;9;0,057;;;R
ES0031102460685007HA0F;02/05/2023;10;0,047;;;R
ES0031102460685007HA0F;02/05/2023;11;0,816;;;R
ES0031102460685007HA0F;02/05/2023;12;0,416;;;R
ES0031102460685007HA0F;02/05/2023;13;0,11;;;R
ES0031102460685007HA0F;02/05/2023;14;0,417;;;R
ES0031102460685007HA0F;02/05/2023;15;0,212;;;R
ES0031102460685007HA0F;02/05/2023;16;0,255;;;R
ES0031102460685007HA0F;02/05/2023;17;0,104;;;R
ES0031102460685007HA0F;02/05/2023;18;0,124;;;R
ES0031102460685007HA0F;02/05/2023;19;0,142;;;R
ES0031102460685007HA0F;02/05/2023;20;0,345;;;R
ES0031102460685007HA0F;02/05/2023;21;0,247;;;R
ES0031102460685007HA0F;02/05/2023;22;0,077;;;R
ES0031102460685007HA0F;02/05/2023;23;0,081;;;R
ES0031102460685007HA0F;02/05/2023;24;0,077;;;R
ES0031102460685007HA0F;03/05/2023;1;0,091;;;R
ES0031102460685007HA0F;03/05/2023;2;0,058;;;R
ES0031102460685007HA0F;03/05/2023;3;0,047;;;R
ES0031102460685007HA0F;03/05/2023;4;0,047;;;R
ES0031102460685007HA0F;03/05/2023;5;0,047;;;R
ES0031102460685007HA0F;03/05/2023;6;0,049;;;R
ES0031102460685007HA0F;03/05/2023;7;0,045;;;R
ES0031102460685007HA0F;03/05/2023;8;0,112;;;R
ES0031102460685007HA0F;03/05/2023;9;0,046;;;R
ES0031102460685007HA0F;03/05/2023;10;0,042;;;R
ES0031102460685007HA0F;03/05/2023;11;0,172;;;R
ES0031102460685007HA0F;03/05/2023;12;0,602;;;R
ES0031102460685007HA0F;03/05/2023;13;0,83;;;R
ES0031102460685007HA0F;03/05/2023;14;0,705;;;R
ES0031102460685007HA0F;03/05/2023;15;0,68;;;R
ES0031102460685007HA0F;03/05/2023;16;0,098;;;R
ES0031102460685007HA0F;03/05/2023;17;0,068;;;R
ES0031102460685007HA0F;03/05/2023;18;0,097;;;R
ES0031102460685007HA0F;03/05/2023;19;0,251;;;R
ES0031102460685007HA0F;03/05/2023;20;0,192;;;R
ES0031102460685007HA0F;03/05/2023;21;0,17;;;R
ES0031102460685007HA0F;03/05/2023;22;0,101;;;R
ES0031102460685007HA0F;03/05/2023;23;0,135;;;R
ES0031102460685007HA0F;03/05/2023;24;0,105;;;R
ES0031102460685007HA0F;04/05/2023;1;0,059;;;R
ES0031102460685007HA0F;04/05/2023;2;0,05;;;R
ES0031102460685007HA0F;04/05/2023;3;0,046;;;R
ES0031102460685007HA0F;04/05/2023;4;0,049;;;R
ES0031102460685007HA0F;04/05/2023;5;0,054;;;R
ES0031102460685007HA0F;04/05/2023;6;0,041;;;R
ES0031102460685007HA0F;04/05/2023;7;0,043;;;R
ES0031102460685007HA0F;04/05/2023;8;0,101;;;R
ES0031102460685007HA0F;04/05/2023;9;0,047;;;R
ES0031102460685007HA0F;04/05/2023;10;0,194;;;R
ES0031102460685007HA0F;04/05/2023;11;0,094;;;R
ES0031102460685007HA0F;04/05/2023;12;0,05;;;R
ES0031102460685007HA0F;04/05/2023;13;0,161;;;R
ES0031102460685007HA0F;04/05/2023;14;0,415;;;R
ES0031102460685007HA0F;04/05/2023;15;0,188;;;R
ES0031102460685007HA0F;04/05/2023;16;0,098;;;R
ES0031102460685007HA0F;04/05/2023;17;0,149;;;R
ES0031102460685007HA0F;04/05/2023;18;0,124;;;R
ES0031102460685007HA0F;04/05/2023;19;0,236;;;R
ES0031102460685007HA0F;04/05/2023;20;0,18;;;R
ES0031102460685007HA0F;04/05/2023;21;0,176;;;R
ES0031102460685007HA0F;04/05/2023;22;0,129;;;R
ES0031102460685007HA0F;04/05/2023;23;0,158;;;R
ES0031102460685007HA0F;04/05/2023;24;0,167;;;R
ES0031102460685007HA0F;05/05/2023;1;0,055;;;R
ES0031102460685007HA0F;05/05/2023;2;0,058;;;R
ES0031102460685007HA0F;05/05/2023;3;0,048;;;R
ES0031102460685007HA0F;05/05/2023;4;0,048;;;R
ES0031102460685007HA0F;05/05/2023;5;0,046;;;R
ES0031102460685007HA0F;05/05/2023;6;0,047;;;R
ES0031102460685007HA0F;05/05/2023;7;0,044;;;R
ES0031102460685007HA0F;05/05/2023;8;0,076;;;R
ES0031102460685007HA0F;05/05/2023;9;0,078;;;R
ES0031102460685007HA0F;05/05/2023;10;0,122;;;R
ES0031102460685007HA0F;05/05/2023;11;0,12;;;R
ES0031102460685007HA0F;05/05/2023;12;0,865;;;R
ES0031102460685007HA0F;05/05/2023;13;0,532;;;R
ES0031102460685007HA0F;05/05/2023;14;1,187;;;R
ES0031102460685007HA0F;05/05/2023;15;0,169;;;R
ES0031102460685007HA0F;05/05/2023;16;0,14;;;R
ES0031102460685007HA0F;05/05/2023;17;0,208;;;R
ES0031102460685007HA0F;05/05/2023;18;0,123;;;R
ES0031102460685007HA0F;05/05/2023;19;0,281;;;R
ES0031102460685007HA0F;05/05/2023;20;0,192;;;R
ES0031102460685007HA0F;05/05/2023;21;0,195;;;R
ES0031102460685007HA0F;05/05/2023;22;0,267;;;R
ES0031102460685007HA0F;05/05/2023;23;0,468;;;R
ES0031102460685007HA0F;05/05/2023;24;0,333;;;R
ES0031102460685007HA0F;06/05/2023;1;0,329;;;R
ES0031102460685007HA0F;06/05/2023;2;0,341;;;R
ES0031102460685007HA0F;06/05/2023;3;0,216;;;R
ES0031102460685007HA0F;06/05/2023;4;0,292;;;R
ES0031102460685007HA0F;06/05/2023;5;0,303;;;R
ES0031102460685007HA0F;06/05/2023;6;0,286;;;R
ES0031102460685007HA0F;06/05/2023;7;0,285;;;R
ES0031102460685007HA0F;06/05/2023;8;0,127;;;R
ES0031102460685007HA0F;06/05/2023;9;0,047;;;R
ES0031102460685007HA0F;06/05/2023;10;0,05;;;R
ES0031102460685007HA0F;06/05/2023;11;0,053;;;R
ES0031102460685007HA0F;06/05/2023;12;0,261;;;R
ES0031102460685007HA0F;06/05/2023;13;0,542;;;R
ES0031102460685007HA0F;06/05/2023;14;0,475;;;R
ES0031102460685007HA0F;06/05/2023;15;0,585;;;R
ES0031102460685007HA0F;06/05/2023;16;0,297;;;R
ES0031102460685007HA0F;06/05/2023;17;0,116;;;R
ES0031102460685007HA0F;06/05/2023;18;0,087;;;R
ES0031102460685007HA0F;06/05/2023;19;0,219;;;R
ES0031102460685007HA0F;06/05/2023;20;0,2;;;R
ES0031102460685007HA0F;06/05/2023;21;0,316;;;R
ES0031102460685007HA0F;06/05/2023;22;0,299;;;R
ES0031102460685007HA0F;06/05/2023;23;0,482;;;R
ES0031102460685007HA0F;06/05/2023;24;0,394;;;R
ES0031102460685007HA0F;07/05/2023;1;0,388;;;R
ES0031102460685007HA0F;07/05/2023;2;0,183;;;R
ES0031102460685007HA0F;07/05/2023;3;0,204;;;R
ES0031102460685007HA0F;07/05/2023;4;0,195;;;R
ES0031102460685007HA0F;07/05/2023;5;0,189;;;R
ES0031102460685007HA0F;07/05/2023;6;0,186;;;R
ES0031102460685007HA0F;07/05/2023;7;0,181;;;R
ES0031102460685007HA0F;07/05/2023;8;0,171;;;R
ES0031102460685007HA0F;07/05/2023;9;0,044;;;R
ES0031102460685007HA0F;07/05/2023;10;0,088;;;R
ES0031102460685007HA0F;07/05/2023;11;0,659;;;R
ES0031102460685007HA0F;07/05/2023;12;1,304;;;R
ES0031102460685007HA0F;07/05/2023;13;0,526;;;R
ES0031102460685007HA0F;07/05/2023;14;0,205;;;R
ES0031102460685007HA0F;07/05/2023;15;0,287;;;R
ES0031102460685007HA0F;07/05/2023;16;0,32;;;R
ES0031102460685007HA0F;07/05/2023;17;0,379;;;R
ES0031102460685007HA0F;07/05/2023;18;0,376;;;R
ES0031102460685007HA0F;07/05/2023;19;0,488;;;R
ES0031102460685007HA0F;07/05/2023;20;0,283;;;R
ES0031102460685007HA0F;07/05/2023;21;0,124;;;R
ES0031102460685007HA0F;07/05/2023;22;0,204;;;R
ES0031102460685007HA0F;07/05/2023;23;0,213;;;R
ES0031102460685007HA0F;07/05/2023;24;0,288;;;R
ES0031102460685007HA0F;08/05/2023;1;0,084;;;R
ES0031102460685007HA0F;08/05/2023;2;0,118;;;R
ES0031102460685007HA0F;08/05/2023;3;0,052;;;R
ES0031102460685007HA0F;08/05/2023;4;0,036;;;R
ES0031102460685007HA0F;08/05/2023;5;0,04;;;R
ES0031102460685007HA0F;08/05/2023;6;0,045;;;R
ES0031102460685007HA0F;08/05/2023;7;0,036;;;R
ES0031102460685007HA0F;08/05/2023;8;0,097;;;R
ES0031102460685007HA0F;08/05/2023;9;0,05;;;R
ES0031102460685007HA0F;08/05/2023;10;0,039;;;R
ES0031102460685007HA0F;08/05/2023;11;0,116;;;R
ES0031102460685007HA0F;08/05/2023;12;0,051;;;R
ES0031102460685007HA0F;08/05/2023;13;0,049;;;R
ES0031102460685007HA0F;08/05/2023;14;0,085;;;R
ES0031102460685007HA0F;08/05/2023;15;0,619;;;R
ES0031102460685007HA0F;08/05/2023;16;0,217;;;R
ES0031102460685007HA0F;08/05/2023;17;0,187;;;R
ES0031102460685007HA0F;08/05/2023;18;0,11;;;R
ES0031102460685007HA0F;08/05/2023;19;0,191;;;R
ES0031102460685007HA0F;08/05/2023;20;0,143;;;R
ES0031102460685007HA0F;08/05/2023;21;0,215;;;R
ES0031102460685007HA0F;08/05/2023;22;0,233;;;R
ES0031102460685007HA0F;08/05/2023;23;0,186;;;R
ES0031102460685007HA0F;08/05/2023;24;0,079;;;R
ES0031102460685007HA0F;09/05/2023;1;0,124;;;R
ES0031102460685007HA0F;09/05/2023;2;0,047;;;R
ES0031102460685007HA0F;09/05/2023;3;0,046;;;R
ES0031102460685007HA0F;09/05/2023;4;0,045;;;R
ES0031102460685007HA0F;09/05/2023;5;0,045;;;R
ES0031102460685007HA0F;09/05/2023;6;0,045;;;R
ES0031102460685007HA0F;09/05/2023;7;0,047;;;R
ES0031102460685007HA0F;09/05/2023;8;0,092;;;R
ES0031102460685007HA0F;09/05/2023;9;0,044;;;R
ES0031102460685007HA0F;09/05/2023;10;0,087;;;R
ES0031102460685007HA0F;09/05/2023;11;0,067;;;R
ES0031102460685007HA0F;09/05/2023;12;0,067;;;R
ES0031102460685007HA0F;09/05/2023;13;0,273;;;R
ES0031102460685007HA0F;09/05/2023;14;0,154;;;R
ES0031102460685007HA0F;09/05/2023;15;0,594;;;R
ES0031102460685007HA0F;09/05/2023;16;0,098;;;R
ES0031102460685007HA0F;09/05/2023;17;0,178;;;R
ES0031102460685007HA0F;09/05/2023;18;0,133;;;R
ES0031102460685007HA0F;09/05/2023;19;0,171;;;R
ES0031102460685007HA0F;09/05/2023;20;0,298;;;R
ES0031102460685007HA0F;09/05/2023;21;0,218;;;R
ES0031102460685007HA0F;09/05/2023;22;0,132;;;R
ES0031102460685007HA0F;09/05/2023;23;0,113;;;R
ES0031102460685007HA0F;09/05/2023;24;0,13;;;R
ES0031102460685007HA0F;10/05/2023;1;0,117;;;R
ES0031102460685007HA0F;10/05/2023;2;0,047;;;R
ES0031102460685007HA0F;10/05/2023;3;0,045;;;R
ES0031102460685007HA0F;10/05/2023;4;0,044;;;R
ES0031102460685007HA0F;10/05/2023;5;0,046;;;R
ES0031102460685007HA0F;10/05/2023;6;0,045;;;R
ES0031102460685007HA0F;10/05/2023;7;0,046;;;R
ES0031102460685007HA0F;10/05/2023;8;0,047;;;R
ES0031102460685007HA0F;10/05/2023;9;0,043;;;R
ES0031102460685007HA0F;10/05/2023;10;0,045;;;R
ES0031102460685007HA0F;10/05/2023;11;0,101;;;R
ES0031102460685007HA0F;10/05/2023;12;0,166;;;R
ES0031102460685007HA0F;10/05/2023;13;0,186;;;R
ES0031102460685007HA0F;10/05/2023;14;0,159;;;R
ES0031102460685007HA0F;10/05/2023;15;0,241;;;R
ES0031102460685007HA0F;10/05/2023;16;0,878;;;R
ES0031102460685007HA0F;10/05/2023;17;0,191;;;R
ES0031102460685007HA0F;10/05/2023;18;0,204;;;R
ES0031102460685007HA0F;10/05/2023;19;0,209;;;R
ES0031102460685007HA0F;10/05/2023;20;0,187;;;R
ES0031102460685007HA0F;10/05/2023;21;0,122;;;R
ES0031102460685007HA0F;10/05/2023;22;0,057;;;R
ES0031102460685007HA0F;10/05/2023;23;0,06;;;R
ES0031102460685007HA0F;10/05/2023;24;0,154;;;R
ES0031102460685007HA0F;11/05/2023;1;0,15;;;R
ES0031102460685007HA0F;11/05/2023;2;0,053;;;R
ES0031102460685007HA0F;11/05/2023;3;0,046;;;R
ES0031102460685007HA0F;11/05/2023;4;0,045;;;R
ES0031102460685007HA0F;11/05/2023;5;0,043;;;R
ES0031102460685007HA0F;11/05/2023;6;0,045;;;R
ES0031102460685007HA0F;11/05/2023;7;0,043;;;R
ES0031102460685007HA0F;11/05/2023;8;0,103;;;R
ES0031102460685007HA0F;11/05/2023;9;0,051;;;R
ES0031102460685007HA0F;11/05/2023;10;0,627;;;R
ES0031102460685007HA0F;11/05/2023;11;0,254;;;R
ES0031102460685007HA0F;11/05/2023;12;0,074;;;R
ES0031102460685007HA0F;11/05/2023;13;0,049;;;R
ES0031102460685007HA0F;11/05/2023;14;0,248;;;R
ES0031102460685007HA0F;11/05/2023;15;0,722;;;R
ES0031102460685007HA0F;11/05/2023;16;0,061;;;R
ES0031102460685007HA0F;11/05/2023;17;0,15;;;R
ES0031102460685007HA0F;11/05/2023;18;0,137;;;R
ES0031102460685007HA0F;11/05/2023;19;0,254;;;R
ES0031102460685007HA0F;11/05/2023;20;0,208;;;R
ES0031102460685007HA0F;11/05/2023;21;0,17;;;R
ES0031102460685007HA0F;11/05/2023;22;0,073;;;R
ES0031102460685007HA0F;11/05/2023;23;0,141;;;R
ES0031102460685007HA0F;11/05/2023;24;0,079;;;R
ES0031102460685007HA0F;12/05/2023;1;0,102;;;R
ES0031102460685007HA0F;12/05/2023;2;0,047;;;R
ES0031102460685007HA0F;12/05/2023;3;0,047;;;R
ES0031102460685007HA0F;12/05/2023;4;0,046;;;R
ES0031102460685007HA0F;12/05/2023;5;0,097;;;R
ES0031102460685007HA0F;12/05/2023;6;0,075;;;R
ES0031102460685007HA0F;12/05/2023;7;0,047;;;R
ES0031102460685007HA0F;12/05/2023;8;0,048;;;R
ES0031102460685007HA0F;12/05/2023;9;0,046;;;R
ES0031102460685007HA0F;12/05/2023;10;0,087;;;R
ES0031102460685007HA0F;12/05/2023;11;0,209;;;R
ES0031102460685007HA0F;12/05/2023;12;0,548;;;R
ES0031102460685007HA0F;12/05/2023;13;0,149;;;R
ES0031102460685007HA0F;12/05/2023;14;0,075;;;R
ES0031102460685007HA0F;12/05/2023;15;0,362;;;R
ES0031102460685007HA0F;12/05/2023;16;1,187;;;R
ES0031102460685007HA0F;12/05/2023;17;0,166;;;R
ES0031102460685007HA0F;12/05/2023;18;0,148;;;R
ES0031102460685007HA0F;12/05/2023;19;0,218;;;R
ES0031102460685007HA0F;12/05/2023;20;0,265;;;R
ES0031102460685007HA0F;12/05/2023;21;0,081;;;R
ES0031102460685007HA0F;12/05/2023;22;0,127;;;R
ES0031102460685007HA0F;12/05/2023;23;0,633;;;R
ES0031102460685007HA0F;12/05/2023;24;0,358;;;R
ES0031102460685007HA0F;13/05/2023;1;0,456;;;R
ES0031102460685007HA0F;13/05/2023;2;0,301;;;R
ES0031102460685007HA0F;13/05/2023;3;0,244;;;R
ES0031102460685007HA0F;13/05/2023;4;0,285;;;R
ES0031102460685007HA0F;13/05/2023;5;0,267;;;R
ES0031102460685007HA0F;13/05/2023;6;0,269;;;R
ES0031102460685007HA0F;13/05/2023;7;0,272;;;R
ES0031102460685007HA0F;13/05/2023;8;0,259;;;R
ES0031102460685007HA0F;13/05/2023;9;0,395;;;R
ES0031102460685007HA0F;13/05/2023;10;0,196;;;R
ES0031102460685007HA0F;13/05/2023;11;0,254;;;R
ES0031102460685007HA0F;13/05/2023;12;0,459;;;R
ES0031102460685007HA0F;13/05/2023;13;0,341;;;R
ES0031102460685007HA0F;13/05/2023;14;0,418;;;R
ES0031102460685007HA0F;13/05/2023;15;1,24;;;R
ES0031102460685007HA0F;13/05/2023;16;0,208;;;R
ES0031102460685007HA0F;13/05/2023;17;0,193;;;R
ES0031102460685007HA0F;13/05/2023;18;0,158;;;R
ES0031102460685007HA0F;13/05/2023;19;0,395;;;R
